gene
ENSG00000000938
ENSG00000000971
ENSG00000002586
ENSG00000002586.20_PAR_Y
ENSG00000002587
ENSG00000002746
ENSG00000002933
ENSG00000003137
ENSG00000003147
ENSG00000003989
ENSG00000004399
ENSG00000004660
ENSG00000004776
ENSG00000004799
ENSG00000004848
ENSG00000005020
ENSG00000005379
ENSG00000005844
ENSG00000006016
ENSG00000006116
ENSG00000006283
ENSG00000006432
ENSG00000006468
ENSG00000006611
ENSG00000006740
ENSG00000006747
ENSG00000007174
ENSG00000007264
ENSG00000007372
ENSG00000007516
ENSG00000008056
ENSG00000008118
ENSG00000008196
ENSG00000008226
ENSG00000008282
ENSG00000008300
ENSG00000008710
ENSG00000008735
ENSG00000009694
ENSG00000010278
ENSG00000010282
ENSG00000010319
ENSG00000010327
ENSG00000010610
ENSG00000010671
ENSG00000011028
ENSG00000011083
ENSG00000011105
ENSG00000011201
ENSG00000011332
ENSG00000011347
ENSG00000011426
ENSG00000011465
ENSG00000011600
ENSG00000011677
ENSG00000012124
ENSG00000012171
ENSG00000012223
ENSG00000012779
ENSG00000012817
ENSG00000013297
ENSG00000015285
ENSG00000018280
ENSG00000018408
ENSG00000019505
ENSG00000019582
ENSG00000020129
ENSG00000021300
ENSG00000022355
ENSG00000022567
ENSG00000025708
ENSG00000026025
ENSG00000026508
ENSG00000028137
ENSG00000029534
ENSG00000033122
ENSG00000037965
ENSG00000038295
ENSG00000038945
ENSG00000040608
ENSG00000041353
ENSG00000041982
ENSG00000042493
ENSG00000042980
ENSG00000043355
ENSG00000043591
CP
ENSG00000047936
ENSG00000048540
ENSG00000048991
ENSG00000049089
ENSG00000049283
ENSG00000049540
ENSG00000049759
ENSG00000050030
ENSG00000050405
ENSG00000050555
ENSG00000050628
ENSG00000051523
ENSG00000053108
ENSG00000053438
ENSG00000054179
ENSG00000054277
ENSG00000054356
ENSG00000054598
ENSG00000054803
ENSG00000056998
ENSG00000058404
ENSG00000059377
ENSG00000059915
ENSG00000060138
ENSG00000060140
ENSG00000060709
ENSG00000061337
ENSG00000061918
ENSG00000063015
ENSG00000063180
ENSG00000064300
ENSG00000064309
ENSG00000064787
ENSG00000064886
ENSG00000065320
ENSG00000065361
ENSG00000065534
ENSG00000065609
ENSG00000065911
ENSG00000066032
ENSG00000066248
ENSG00000066294
ENSG00000066322
ENSG00000066336
ENSG00000067048
ENSG00000067191
ENSG00000067646
ENSG00000067715
ENSG00000067842
ENSG00000068615
ENSG00000068781
ENSG00000069188
ENSG00000069424
ENSG00000069535
ENSG00000069966
ENSG00000070159
ENSG00000070182
ENSG00000070729
ENSG00000070731
ENSG00000070808
ENSG00000070882
ENSG00000070961
ENSG00000071991
ENSG00000072041
ENSG00000072133
ENSG00000072201
TFRC
ENSG00000072315
ENSG00000072657
ENSG00000072694
ENSG00000072786
ENSG00000073150
ENSG00000073670
ENSG00000073792
ENSG00000073969
ENSG00000074181
ENSG00000074317
ENSG00000074370
ENSG00000074706
ENSG00000075035
ENSG00000075043
ENSG00000075213
ENSG00000075340
ENSG00000075651
ENSG00000075884
ENSG00000076826
ENSG00000076864
ENSG00000077080
ENSG00000077238
ENSG00000077264
ENSG00000077420
ENSG00000077522
ENSG00000077942
ENSG00000078018
ENSG00000078053
ENSG00000078269
ENSG00000078328
ENSG00000078804
ENSG00000078900
ENSG00000079102
ENSG00000079308
ENSG00000079689
ENSG00000079841
ENSG00000079931
ENSG00000080031
ENSG00000080224
ENSG00000080573
ENSG00000080644
ENSG00000080822
ENSG00000080854
ENSG00000081138
ENSG00000081189
ENSG00000081237
ENSG00000081479
ENSG00000081803
ENSG00000081985
ENSG00000082074
ENSG00000082293
ENSG00000082458
ENSG00000082556
ENSG00000082684
ENSG00000086205
ENSG00000086300
ENSG00000086570
ENSG00000086717
ENSG00000086730
FTL
ENSG00000087245
ENSG00000087253
ENSG00000088179
ENSG00000088827
ENSG00000088899
ENSG00000088992
ENSG00000089169
ENSG00000089199
FUS
ENSG00000089327
ENSG00000089558
ENSG00000089847
ENSG00000090006
ENSG00000090104
ENSG00000090339
ENSG00000090382
ENSG00000090530
ENSG00000091428
ENSG00000091490
TF
ENSG00000091622
ENSG00000091664
ENSG00000091844
ENSG00000091986
ENSG00000092051
TRPM7
ENSG00000092529
ENSG00000092758
ENSG00000092820
ENSG00000095303
ENSG00000095970
ENSG00000096060
ENSG00000096433
ENSG00000096696
ENSG00000099250
ENSG00000099308
ENSG00000099365
ENSG00000099715
ENSG00000099725
ENSG00000099814
ENSG00000099860
ENSG00000099994
ENSG00000099998
ENSG00000100055
ENSG00000100097
ENSG00000100146
ENSG00000100181
ENSG00000100276
ENSG00000100285
ENSG00000100292
ENSG00000100300
ENSG00000100302
ENSG00000100320
ENSG00000100321
ENSG00000100346
ENSG00000100362
ENSG00000100399
ENSG00000100599
ENSG00000100604
ENSG00000101049
ENSG00000101098
ENSG00000101180
ENSG00000101187
ENSG00000101210
ENSG00000101265
ENSG00000101298
ENSG00000101327
ENSG00000101333
ENSG00000101335
ENSG00000101336
ENSG00000101349
ENSG00000101438
ENSG00000101489
ENSG00000101638
ENSG00000101670
ENSG00000101746
ENSG00000101955
ENSG00000101958
ENSG00000102003
ENSG00000102265
ENSG00000102290
ENSG00000102359
ENSG00000102362
ENSG00000102385
ENSG00000102466
ENSG00000102468
ENSG00000102471
ENSG00000102575
ENSG00000102678
ENSG00000102780
ENSG00000102924
ENSG00000102934
ENSG00000103056
UBQLN2
ENSG00000103089
ENSG00000103154
ENSG00000103184
ENSG00000103310
ENSG00000103316
ENSG00000103710
ENSG00000103723
ENSG00000103888
ENSG00000104059
SLC39A14
ENSG00000104327
ENSG00000104419
ENSG00000104435
ENSG00000104490
ENSG00000104722
ENSG00000104870
ENSG00000104888
ENSG00000104894
ENSG00000104972
ENSG00000105143
ENSG00000105227
ENSG00000105278
ENSG00000105281
ENSG00000105329
ENSG00000105339
ENSG00000105355
ENSG00000105366
ENSG00000105376
ENSG00000105409
ENSG00000105419
ENSG00000105519
ENSG00000105559
ENSG00000105613
ENSG00000105642
ENSG00000105643
ENSG00000105649
ENSG00000105695
ENSG00000105696
ENSG00000105697
ENSG00000105784
ENSG00000105851
ENSG00000105877
ENSG00000105967
ENSG00000105976
ENSG00000105996
ENSG00000105997
ENSG00000106004
ENSG00000106066
ENSG00000106069
ENSG00000106089
ENSG00000106123
HSPB1
ENSG00000106236
ENSG00000106333
ENSG00000106341
ENSG00000106366
ENSG00000106483
ENSG00000106536
ENSG00000106537
ENSG00000106565
ENSG00000106624
ENSG00000106689
ENSG00000106809
ENSG00000106823
ENSG00000106852
ENSG00000106976
ENSG00000106991
ENSG00000107099
ENSG00000107105
ENSG00000107130
ENSG00000107147
ENSG00000107242
SETX
ENSG00000107295
ENSG00000107438
ENSG00000107518
ENSG00000107562
ENSG00000107796
ENSG00000107798
ENSG00000107954
ENSG00000108001
ENSG00000108018
ENSG00000108309
ENSG00000108352
ENSG00000108375
ENSG00000108511
ENSG00000108679
ENSG00000108691
ENSG00000108798
ENSG00000108821
ENSG00000108828
ENSG00000108846
ENSG00000108924
ENSG00000108947
ENSG00000108950
ENSG00000109099
ENSG00000109158
ENSG00000109610
ENSG00000109625
ENSG00000109670
ENSG00000109738
ENSG00000109846
ENSG00000109861
ENSG00000109943
ENSG00000110077
ENSG00000110079
ENSG00000110148
ENSG00000110324
ENSG00000110427
ENSG00000110436
ENSG00000110446
ENSG00000110675
ENSG00000110719
ENSG00000110723
ENSG00000110786
ENSG00000110799
ENSG00000110876
ENSG00000110887
ENSG00000110931
ENSG00000111052
ENSG00000111218
ENSG00000111249
ENSG00000111262
ENSG00000111341
ENSG00000111344
ENSG00000111348
ENSG00000111664
ENSG00000111674
ENSG00000111679
ENSG00000112038
SOD2
ENSG00000112137
ENSG00000112139
BMP6
ENSG00000112186
ENSG00000112218
ENSG00000112232
ENSG00000112319
ENSG00000112333
ENSG00000112541
ENSG00000112799
ENSG00000112893
ENSG00000112936
ENSG00000113100
ENSG00000113140
ENSG00000113319
ENSG00000113327
ENSG00000113396
ENSG00000113657
ENSG00000113749
ENSG00000113763
ENSG00000113805
ENSG00000114013
ENSG00000114279
ENSG00000114374
ENSG00000114541
ENSG00000114757
ENSG00000114812
ENSG00000114948
ENSG00000114993
ENSG00000115107
ENSG00000115194
ENSG00000115252
ALS2
ENSG00000115414
ENSG00000115457
ENSG00000115468
ENSG00000115602
ENSG00000115648
ENSG00000115665
ENSG00000115935
ENSG00000115956
ENSG00000116106
ENSG00000116254
ENSG00000116299
ENSG00000116329
ENSG00000116544
ENSG00000116701
ENSG00000116717
ENSG00000116983
ENSG00000117016
ENSG00000117069
ENSG00000117114
ENSG00000117115
ENSG00000117152
ENSG00000117155
ENSG00000117226
ENSG00000117228
ENSG00000117245
ENSG00000117266
ENSG00000117318
ENSG00000117525
ENSG00000117595
ENSG00000117598
ENSG00000117600
ENSG00000117602
ENSG00000118160
ENSG00000118194
ENSG00000118257
ENSG00000118271
ENSG00000118276
ENSG00000118402
ENSG00000118432
ENSG00000118503
ENSG00000118523
ENSG00000118640
ENSG00000118733
ENSG00000118785
ENSG00000118898
ENSG00000119042
ENSG00000119125
ENSG00000119139
ENSG00000119147
ENSG00000119283
CNNM2
ENSG00000119535
ENSG00000119547
ENSG00000119655
ENSG00000119681
ENSG00000119686
ENSG00000119866
ENSG00000119946
ENSG00000120049
ENSG00000120053
ENSG00000120057
ENSG00000120068
ENSG00000120075
ENSG00000120088
ENSG00000120093
ENSG00000120129
ENSG00000120149
ENSG00000120251
ENSG00000120457
ENSG00000120645
ENSG00000120694
ENSG00000120708
ENSG00000120738
ENSG00000120899
TARDBP
ENSG00000121005
ENSG00000121039
ENSG00000121207
ENSG00000121281
ENSG00000121742
ENSG00000121753
ENSG00000121871
ENSG00000121898
ENSG00000121905
ENSG00000121966
ENSG00000122012
ENSG00000122025
ENSG00000122122
ENSG00000122176
ENSG00000122254
ENSG00000122367
ENSG00000122574
ENSG00000122585
ENSG00000122592
ENSG00000122679
ENSG00000122733
ENSG00000122862
ENSG00000122966
ENSG00000123119
ATP7B
OPTN
ENSG00000123338
ENSG00000123358
ENSG00000123360
ENSG00000123560
ENSG00000123572
ENSG00000123836
ENSG00000123901
ENSG00000124107
ENSG00000124134
ENSG00000124140
ENSG00000124191
ENSG00000124194
ENSG00000124203
ENSG00000124491
ENSG00000124493
ENSG00000124507
ENSG00000124762
ENSG00000124772
ENSG00000124785
ENSG00000124920
ENSG00000125089
MT2A
ENSG00000125148
ENSG00000125355
ENSG00000125492
ENSG00000125675
ENSG00000125730
ENSG00000125740
ENSG00000125744
ENSG00000125810
ENSG00000125814
ENSG00000125848
ENSG00000125851
ENSG00000125869
ENSG00000125966
ENSG00000126583
ENSG00000126733
ENSG00000126803
ENSG00000126860
ENSG00000126950
ENSG00000127152
ENSG00000127241
ENSG00000127324
ENSG00000127507
ENSG00000127528
ENSG00000127561
ENSG00000127585
ENSG00000127588
ENSG00000127824
ENSG00000127951
ENSG00000127954
ENSG00000128016
ENSG00000128045
ENSG00000128203
ENSG00000128242
ENSG00000128245
ENSG00000128283
ENSG00000128482
ENSG00000128564
ENSG00000128591
ENSG00000128594
ENSG00000128645
ENSG00000128652
ENSG00000128656
ENSG00000128683
COX17
ENSG00000128815
ENSG00000129009
ENSG00000129159
ENSG00000129226
ENSG00000129538
ENSG00000129654
ENSG00000129667
ENSG00000129682
ENSG00000129757
ENSG00000129824
ENSG00000129910
ENSG00000129951
ENSG00000129990
ENSG00000129993
ENSG00000130032
ENSG00000130208
ENSG00000130368
ENSG00000130429
ENSG00000130477
ENSG00000130508
ENSG00000130540
ENSG00000130558
ENSG00000130592
ENSG00000130643
ENSG00000130702
ENSG00000130751
ENSG00000130775
ENSG00000130822
ENSG00000131002
GFAP
ENSG00000131386
ENSG00000131398
ENSG00000131401
ENSG00000131435
ENSG00000131724
ENSG00000132205
ENSG00000132274
ENSG00000132359
ENSG00000132386
ENSG00000132470
ENSG00000132535
ENSG00000132639
ENSG00000132702
ENSG00000132821
ENSG00000132849
ENSG00000132854
ENSG00000132872
ENSG00000132932
ENSG00000132938
ENSG00000132965
ENSG00000132975
ENSG00000133019
ENSG00000133048
ENSG00000133063
ENSG00000133067
ENSG00000133169
ENSG00000133246
ENSG00000133256
ENSG00000133392
ENSG00000133639
ENSG00000133800
ENSG00000133816
ENSG00000133958
ENSG00000134061
ENSG00000134115
ENSG00000134184
ENSG00000134343
ENSG00000134508
ENSG00000134516
ENSG00000134531
ENSG00000134709
ENSG00000134817
ENSG00000134917
ENSG00000134955
ENSG00000134986
ENSG00000135046
ENSG00000135077
ENSG00000135083
ENSG00000135116
ENSG00000135127
ENSG00000135245
ENSG00000135253
ENSG00000135298
ENSG00000135324
ENSG00000135362
ENSG00000135406
ENSG00000135423
ENSG00000135426
ENSG00000135439
ENSG00000135454
ENSG00000135519
ENSG00000135549
ENSG00000135625
ENSG00000135638
ENSG00000135678
ENSG00000135709
ENSG00000135750
ENSG00000135842
ENSG00000135903
ENSG00000135926
